area,x coord,y coord,value,type,historical,sample area,__x__,__y__,route_order,segment,route_order_old,detonation_radius_m,detonation_ring_order
Near,900,0,,,,,900,0,476,Near,476,,
Near,900,-50,,,,,900,-50,477,Near,477,,
Near,900,-100,,,,,900,-100,478,Near,478,,
Near,900,-150,,,,,900,-150,479,Near,479,,
Near,900,-200,,,,,900,-200,480,Near,480,,
Near,900,-250,,,,,900,-250,481,Near,481,,
Near,900,-300,,,,,900,-300,482,Near,482,,
Near,900,-350,,,,,900,-350,483,Near,483,,
Near,900,-400,,,,,900,-400,484,Near,484,,
Near,900,-450,,,,,900,-450,485,Near,485,,
Near,900,-500,,,,,900,-500,486,Near,486,,
Near,850,-500,,,,,850,-500,487,Near,487,,
Near,850,-450,,,,,850,-450,488,Near,488,,
Near,850,-400,,,,,850,-400,489,Near,489,,
Near,850,-350,,,,,850,-350,490,Near,490,,
Near,850,-300,,,,,850,-300,491,Near,491,,
Near,850,-250,,,,,850,-250,492,Near,492,,
Near,850,-200,,,,,850,-200,493,Near,493,,
Near,850,-150,,,,,850,-150,494,Near,494,,
Near,850,-100,,,,,850,-100,495,Near,495,,
Near,850,-50,,,,,850,-50,496,Near,496,,
Near,850,0,,,,,850,0,497,Near,497,,
Near,850,50,,,,,850,50,498,Near,498,,
Near,850,100,,,,,850,100,499,Near,499,,
Near,850,150,,,,,850,150,500,Near,500,,
Near,850,200,,,,,850,200,501,Near,501,,
Near,850,250,,,,,850,250,502,Near,502,,
Near,850,300,,,,,850,300,503,Near,503,,
Near,850,350,,,,,850,350,504,Near,504,,
Near,850,400,,,,,850,400,505,Near,505,,
Near,850,450,,,,,850,450,506,Near,506,,
Near,850,500,,,,,850,500,507,Near,507,,
Near,800,500,,,,,800,500,508,Near,508,,
Near,800,450,,,,,800,450,509,Near,509,,
Near,800,400,,,,,800,400,510,Near,510,,
Near,800,350,,,,,800,350,511,Near,511,,
Near,800,300,,,,,800,300,512,Near,512,,
Near,800,250,,,,,800,250,513,Near,513,,
Near,800,200,,,,,800,200,514,Near,514,,
Near,800,150,,,,,800,150,515,Near,515,,
Near,800,100,,,,,800,100,516,Near,516,,
Near,800,50,,,,,800,50,517,Near,517,,
Near,800,0,,,,,800,0,518,Near,518,,
Near,800,-50,,,,,800,-50,519,Near,519,,
Near,800,-100,,,,,800,-100,520,Near,520,,
Near,800,-150,,,,,800,-150,521,Near,521,,
Near,800,-200,,,,,800,-200,522,Near,522,,
Near,800,-250,,,,,800,-250,523,Near,523,,
Near,800,-300,,,,,800,-300,524,Near,524,,
Near,800,-350,,,,,800,-350,525,Near,525,,
Near,800,-400,,,,,800,-400,526,Near,526,,
Near,800,-450,,,,,800,-450,527,Near,527,,
Near,800,-500,,,,,800,-500,528,Near,528,,
Near,750,-500,,,,,750,-500,529,Near,529,,
Near,750,-450,,,,,750,-450,530,Near,530,,
Near,750,-400,,,,,750,-400,531,Near,531,,
Near,750,-350,,,,,750,-350,532,Near,532,,
Near,750,-300,,,,,750,-300,533,Near,533,,
Near,750,-250,,,,,750,-250,534,Near,534,,
Near,750,-200,,,,,750,-200,535,Near,535,,
Near,750,-150,,,,,750,-150,536,Near,536,,
Near,750,-100,,,,,750,-100,537,Near,537,,
Near,750,-50,,,,,750,-50,538,Near,538,,
Near,750,0,,,,,750,0,539,Near,539,,
Near,750,50,,,,,750,50,540,Near,540,,
Near,750,100,,,,,750,100,541,Near,541,,
Near,750,150,,,,,750,150,542,Near,542,,
Near,750,200,,,,,750,200,543,Near,543,,
Near,750,250,,,,,750,250,544,Near,544,,
Near,750,300,,,,,750,300,545,Near,545,,
Near,750,350,,,,,750,350,546,Near,546,,
Near,750,400,,,,,750,400,547,Near,547,,
Near,750,450,,,,,750,450,548,Near,548,,
Near,750,500,,,,,750,500,549,Near,549,,
Near,700,500,,,,,700,500,550,Near,550,,
Near,700,450,,,,,700,450,551,Near,551,,
Near,700,400,,,,,700,400,552,Near,552,,
Near,700,350,,,,,700,350,553,Near,553,,
Near,700,300,,,,,700,300,554,Near,554,,
Near,700,250,,,,,700,250,555,Near,555,,
Near,700,200,,,,,700,200,556,Near,556,,
Near,700,150,,,,,700,150,557,Near,557,,
Near,700,100,,,,,700,100,558,Near,558,,
Near,700,50,,,,,700,50,559,Near,559,,
Near,700,0,,,,,700,0,560,Near,560,,
Near,700,-50,,,,,700,-50,561,Near,561,,
Near,700,-100,,,,,700,-100,562,Near,562,,
Near,700,-150,,,,,700,-150,563,Near,563,,
Near,700,-200,,,,,700,-200,564,Near,564,,
Near,700,-250,,,,,700,-250,565,Near,565,,
Near,700,-300,,,,,700,-300,566,Near,566,,
Near,700,-350,,,,,700,-350,567,Near,567,,
Near,700,-400,,,,,700,-400,568,Near,568,,
Near,700,-450,,,,,700,-450,569,Near,569,,
Near,700,-500,,,,,700,-500,570,Near,570,,
Near,650,-500,,,,,650,-500,571,Near,571,,
Near,650,-450,,,,,650,-450,572,Near,572,,
Near,650,-400,,,,,650,-400,573,Near,573,,
Near,650,-350,,,,,650,-350,574,Near,574,,
Near,650,-300,,,,,650,-300,575,Near,575,,
Near,650,-250,,,,,650,-250,576,Near,576,,
Near,650,-200,,,,,650,-200,577,Near,577,,
Near,650,-150,,,,,650,-150,578,Near,578,,
Near,650,-100,,,,,650,-100,579,Near,579,,
Near,650,-50,,,,,650,-50,580,Near,580,,
Near,650,0,,,,,650,0,581,Near,581,,
Near,650,50,,,,,650,50,582,Near,582,,
Near,650,100,,,,,650,100,583,Near,583,,
Near,650,150,,,,,650,150,584,Near,584,,
Near,650,200,,,,,650,200,585,Near,585,,
Near,650,250,,,,,650,250,586,Near,586,,
Near,650,300,,,,,650,300,587,Near,587,,
Near,650,350,,,,,650,350,588,Near,588,,
Near,650,400,,,,,650,400,589,Near,589,,
Near,650,450,,,,,650,450,590,Near,590,,
Near,650,500,,,,,650,500,591,Near,591,,
Near,600,500,,,,,600,500,592,Near,592,,
Near,600,450,,,,,600,450,593,Near,593,,
Near,600,400,,,,,600,400,594,Near,594,,
Near,600,350,,,,,600,350,595,Near,595,,
Near,600,300,,,,,600,300,596,Near,596,,
Near,600,250,,,,,600,250,597,Near,597,,
Near,600,200,,,,,600,200,598,Near,598,,
Near,600,150,,,,,600,150,599,Near,599,,
Near,600,100,,,,,600,100,600,Near,600,,
Near,600,50,,,,,600,50,601,Near,601,,
Near,600,0,,,,,600,0,602,Near,602,,
Near,600,-50,,,,,600,-50,603,Near,603,,
Near,600,-100,,,,,600,-100,604,Near,604,,
Near,600,-150,,,,,600,-150,605,Near,605,,
Near,600,-200,,,,,600,-200,606,Near,606,,
Near,600,-250,,,,,600,-250,607,Near,607,,
Near,600,-300,,,,,600,-300,608,Near,608,,
Near,600,-350,,,,,600,-350,609,Near,609,,
Near,600,-400,,,,,600,-400,610,Near,610,,
Near,600,-450,,,,,600,-450,611,Near,611,,
Near,600,-500,,,,,600,-500,612,Near,612,,
Near,550,-500,,,,,550,-500,613,Near,613,,
Near,550,-450,,,,,550,-450,614,Near,614,,
Near,550,-400,,,,,550,-400,615,Near,615,,
Near,550,-350,,,,,550,-350,616,Near,616,,
Near,550,-300,,,,,550,-300,617,Near,617,,
Near,550,-250,,,,,550,-250,618,Near,618,,
Near,550,-200,,,,,550,-200,619,Near,619,,
Near,550,-150,,,,,550,-150,620,Near,620,,
Near,550,-100,,,,,550,-100,621,Near,621,,
Near,550,-50,,,,,550,-50,622,Near,622,,
Near,550,0,,,,,550,0,623,Near,623,,
Near,550,50,,,,,550,50,624,Near,624,,
Near,550,100,,,,,550,100,625,Near,625,,
Near,550,150,,,,,550,150,626,Near,626,,
Near,550,200,,,,,550,200,627,Near,627,,
Near,550,250,,,,,550,250,628,Near,628,,
Near,550,300,,,,,550,300,629,Near,629,,
Near,550,350,,,,,550,350,630,Near,630,,
Near,550,400,,,,,550,400,631,Near,631,,
Near,550,450,,,,,550,450,632,Near,632,,
Near,550,500,,,,,550,500,633,Near,633,,
Near,500,500,,,,,500,500,634,Near,634,,
Near,500,450,,,,,500,450,635,Near,635,,
Near,500,400,,,,,500,400,636,Near,636,,
Near,500,350,,,,,500,350,637,Near,637,,
Near,500,300,,,,,500,300,638,Near,638,,
Near,500,250,,,,,500,250,639,Near,639,,
Near,500,200,,,,,500,200,640,Near,640,,
Near,500,150,,,,,500,150,641,Near,641,,
Near,500,100,,,,,500,100,642,Near,642,,
Near,500,50,,,,,500,50,643,Near,643,,
Near,500,-50,,,,,500,-50,644,Near,644,,
Near,500,-100,,,,,500,-100,645,Near,645,,
Near,500,-150,,,,,500,-150,646,Near,646,,
Near,500,-200,,,,,500,-200,647,Near,647,,
Near,500,-250,,,,,500,-250,648,Near,648,,
Near,500,-300,,,,,500,-300,649,Near,649,,
Near,500,-350,,,,,500,-350,650,Near,650,,
Near,500,-400,,,,,500,-400,651,Near,651,,
Near,500,-450,,,,,500,-450,652,Near,652,,
Near,500,-500,,,,,500,-500,653,Near,653,,
Near,450,-500,,,,,450,-500,654,Near,654,,
Near,450,-450,,,,,450,-450,655,Near,655,,
Near,450,-400,,,,,450,-400,656,Near,656,,
Near,450,-350,,,,,450,-350,657,Near,657,,
Near,450,-300,,,,,450,-300,658,Near,658,,
Near,450,-250,,,,,450,-250,659,Near,659,,
Near,450,250,,,,,450,250,660,Near,660,,
Near,450,300,,,,,450,300,661,Near,661,,
Near,450,350,,,,,450,350,662,Near,662,,
Near,450,400,,,,,450,400,663,Near,663,,
Near,450,450,,,,,450,450,664,Near,664,,
Near,450,500,,,,,450,500,665,Near,665,,
Near,400,500,,,,,400,500,666,Near,666,,
Near,400,450,,,,,400,450,667,Near,667,,
Near,400,400,,,,,400,400,668,Near,668,,
Near,400,350,,,,,400,350,669,Near,669,,
Near,400,-350,,,,,400,-350,670,Near,670,,
Near,400,-400,,,,,400,-400,671,Near,671,,
Near,400,-450,,,,,400,-450,672,Near,672,,
Near,400,-500,,,,,400,-500,673,Near,673,,
Near,350,-500,,,,,350,-500,674,Near,674,,
Near,350,-450,,,,,350,-450,675,Near,675,,
Near,350,-400,,,,,350,-400,676,Near,676,,
Near,350,400,,,,,350,400,677,Near,677,,
Near,350,450,,,,,350,450,678,Near,678,,
Near,350,500,,,,,350,500,679,Near,679,,
Near,300,500,,,,,300,500,680,Near,680,,
Near,300,450,,,,,300,450,681,Near,681,,
Near,300,-450,,,,,300,-450,682,Near,682,,
Near,300,-500,,,,,300,-500,683,Near,683,,
Near,250,-500,,,,,250,-500,684,Near,684,,
Near,250,-450,,,,,250,-450,685,Near,685,,
Near,250,450,,,,,250,450,686,Near,686,,
Near,250,500,,,,,250,500,687,Near,687,,
Near,200,500,,,,,200,500,688,Near,688,,
